x DESN 1 ,y DESN 1,z DESN 1,i DESN 1,x DESN 2,y DESN 2,z DESN 2,i DESN 2,xDESN 3,y DESN 3,z DESN 3,i DESN 3
-5,10,24,0,2,-46,65,0,-2,25,-8,0
-3,-23,24,41,-5,31,-9,0,-3,-51,55,0
-3,-6,37,104,-5,-19,16,0,1,-27,55,0
-8,30,-2,279,0,-15,44,0,-5,13,-7,0
-5,3,11,298,-7,37,-8,0,0,-40,65,0
-2,-51,57,317,-2,-56,59,0,-1,23,12,0
-2,-51,57,349,-5,35,3,0,-6,-39,37,13
-8,24,3,369,-7,25,-9,0,0,8,24,76
-3,-42,53,377,1,-54,70,32,-4,36,-18,127
-2,25,17,373,-8,39,-20,104,-2,-60,73,186
-9,21,-4,370,-5,-30,30,149,-4,42,-16,272
1,-46,63,342,-2,0,38,216,-3,-64,68,334
-9,24,-16,268,-6,-8,10,289,-3,39,-9,369
-2,-58,57,195,-3,-26,54,346,-6,-59,57,378
-5,24,-10,113,-6,12,-7,370,-2,31,6,378
-4,-51,62,44,1,-43,68,378,-6,34,-17,374
-5,29,-1,0,-8,32,-15,377,0,-62,74,363
-7,-47,54,0,0,-56,73,373,-6,44,-22,293
0,-30,53,0,-8,39,-19,345,-3,-64,75,219
-7,14,2,0,0,-58,73,276,-4,46,-15,135
-7,-37,46,0,-1,-6,40,198,-5,-60,68,65
-3,11,16,0,-8,-3,12,129,-5,36,-2,0
-8,-31,38,0,0,-22,51,55,-6,-49,50,
-3,-43,59,0,-8,9,1,0,,0,,
-4,23,-4,0,-3,-45,52,0,0,-50,75,0
-4,-42,62,0,-6,20,15,0,-8,37,-19,0
-1,-6,31,0,-9,18,0,0,0,-61,76,0
-7,-14,21,0,0,-39,58,0,-3,1,35,0
-1,-13,40,0,-3,8,21,0,-8,-15,14,0
-2,24,-6,0,-7,-27,33,0,-4,-64,73,0
-6,-45,64,0,,,,,-5,41,-13,0
,,,,,,,,-5,-57,63,0
-2,25,-5,0,0,-2,27,0,-5,32,3,0
-6,2,1,0,-7,20,-1,0,-9,23,-13,0
-1,-32,60,67,-2,-40,56,0,0,-50,75,0
-2,23,2,116,1,-7,32,0,-7,36,-18,0
-4,-45,51,172,-8,-11,18,0,-7,-32,33,0
-5,20,14,252,0,-15,41,0,0,5,33,0
-5,-38,30,324,-4,21,0,0,-7,42,-17,0
-2,1,36,360,-6,-41,58,0,-2,-62,72,57
-4,-15,7,374,0,-21,50,0,-5,39,-11,114
-1,-27,61,378,-7,5,2,0,-4,-59,65,169
-5,20,-19,372,-8,-46,54,3,-5,33,-2,249
2,-61,80,367,0,21,7,62,-8,-52,52,320
-4,30,11,320,-5,16,-9,112,0,20,12,357
2,-78,92,243,-1,-48,70,170,-6,29,-16,369
-5,5,38,178,-3,32,-16,253,,,,
-4,-12,4,98,-3,-63,72,321,0,-58,73,381
0,-29,67,34,-2,42,-17,368,-5,39,-18,372
-7,59,-23,0,-5,-69,68,376,-2,-62,70,367
0,-76,65,0,0,41,-9,378,-3,36,-14,310
-8,42,5,0,-6,-57,55,375,-4,-56,67,236
-5,48,-32,0,-1,24,11,368,-2,35,-5,163
6,-83,88,,-5,-39,32,309,-7,-52,54,89
,0,,,-1,2,33,242,-1,23,9,21
-5,5,34,0,-2,52,-25,160,-6,22,-12,0
-5,-14,6,0,-2,-71,76,87,1,-54,68,0
2,-88,76,0,-4,44,-14,2,-4,34,-12,0
-8,56,-16,0,-2,-60,6,,-7,-23,25,0
0,-66,59,0,0,0,,,2,-12,35,0
4,-62,78,0,-4,26,3,0,-5,-6,12,0
-8,48,-29,0,-4,30,-13,0,-5,-54,58,0
2,-72,81,0,1,-55,69,0,0,23,0,0
-4,2,32,0,-2,5,21,0,-5,14,0,0
-5,-8,13,0,-3,-21,24,0,1,-41,60,0
3,-65,76,0,0,-15,36,0,0,12,13,0
-11,41,-10,3,-3,27,-9,0,-6,-32,31,0
1,-55,57,70,0,-48,57,0,0,-50,67,0
0,-37,60,117,0,-26,55,0,-4,33,-16,0
-8,20,-6,169,-6,11,-6,0,-3,-55,71,0
3,-41,66,245,2,-43,64,0,-4,36,-12,0
-9,23,-7,318,-4,18,14,0,-6,-6,8,16
0,-47,62,360,-4,-32,34,0,2,-26,52,87
-8,24,-8,374,2,-54,72,0,-6,9,-2,128
-7,-23,28,381,-8,40,-15,0,-5,-52,58,186
0,-1,35,374,2,-63,68,24,-3,27,4,266
-9,-12,17,374,0,-15,44,96,-3,-45,44,329
0,-15,42,330,-7,2,4,127,-2,15,17,365
-9,3,10,257,1,-32,63,182,-8,-31,28,377
0,-25,54,188,-8,21,-12,268,0,0,35,379
-9,15,3,117,1,-53,70,329,-4,44,-17,375
-8,-40,48,48,-4,23,13,368,,,,
-3,16,15,0,-6,-38,34,378,,,,
-7,-32,39,0,-3,7,32,378,-3,-64,70,366
-,,,,-7,-14,15,376,-6,41,-9,309
1,-44,62,0,0,-19,48,365,-6,-55,57,234
-7,27,-3,0,-9,8,0,320,-3,30,7,162
-4,-48,58,0,-4,-56,64,242,-7,-39,43,85
0,-9,33,0,-5,33,2,170,-3,11,27,15
-7,-11,20,0,-7,-4,,,-8,42,-22,0
0,-17,40,0,3,47,98,,-1,-64,75,0
-3,24,0,0,-4,17,18,22,-6,45,-13,0
-7,-41,53,0,-7,-28,32,0,-2,-61,69,0
0,-26,48,0,0,-50,66,0,0,-32,62,0
-5,7,4,0,-8,30,-4,0,-8,18,-12,0
-8,-39,50,0,-2,-47,59,0,1,-49,72,0
-3,16,8,0,0,-13,40,0,-1,24,11,0
-4,14,-3,0,-8,-6,14,0,-8,-35,37,0
-4,-37,61,0,-5,-46,54,0,-3,7,30,0
-3,19,-8,0,-4,19,4,0,-9,40,-21,0
-5,-30,38,52,-5,-37,48,0,-2,-62,73,0
-3,3,25,104,2,-27,49,0,0,-12,49,0
-5,-23,24,157,-8,7,4,0,-8,1,4,0
-3,-7,40,228,-7,-34,44,0,-5,-58,67,0
-3,-10,6,306,-1,11,14,0,-6,37,-1,0
-2,-28,60,357,-7,-30,42,0,-6,-53,53,38
-3,13,-16,375,-2,-35,63,0,3,-45,69,101
0,-53,75,378,-4,20,-7,0,-9,29,-13,147
-3,27,14,369,-4,-45,67,13,0,-54,74,219
-4,-38,27,373,0,3,28,75,-6,36,-19,300
-2,-3,40,334,-7,-24,21,122,0,-64,72,350
-4,-7,0,257,0,-7,45,177,-4,39,-14,373
0,-32,68,192,-6,-5,4,252,,,,
-4,25,-23,103,-6,-64,64,319,-6,-61,68,382
2,-61,88,38,-3,37,-2,366,-3,37,-8,372
-7,37,6,0,-7,-58,50,373,-7,-55,54,373
-2,-50,33,0,0,23,15,377,0,24,6,349
,,,,-7,-32,27,373,-6,26,-15,267
-4,9,37,0,0,-8,39,367,0,-50,75,204
-5,67,-34,0,-4,-5,0,331,-5,34,-21,117
3,-89,83,0,-3,-73,75,254,-1,-58,73,46
0,-31,63,0,-3,48,-11,172,-3,38,-16,0
-5,24,-20,0,-5,-61,58,99,-3,-64,69,0
5,-68,80,0,-3,26,11,20,1,-20,50,0
-6,37,8,0,-3,-38,32,,-7,6,0,0
-4,-40,33,0,,0,,,-5,-57,56,0
5,-84,87,0,-2,-2,33,0,0,24,4,0
-8,63,-33,0,-5,48,-20,0,-5,24,-8,0
1,-80,80,0,-1,-65,69,0,0,-56,63,0
1,-33,63,0,-4,34,-7,0,-4,33,-14,0
-7,26,-15,0,-3,13,-4,0,-8,-19,25,0
2,-53,78,0,1,-47,60,0,2,-15,38,0
-8,29,8,0,-2,17,9,0,-6,-3,4,0
-2,-39,36,69,-4,-31,35,0,-4,-57,61,0
4,-61,75,116,-3,3,28,0,-2,32,-4,0
-10,40,-16,176,-6,32,-15,0,-5,15,-7,0
2,-56,71,254,1,-57,68,0,1,-41,66,0
-11,34,-10,331,-2,-13,43,0,-5,26,-14,0
0,-56,61,365,-5,0,5,0,-4,-40,39,62
-7,30,-1,376,0,-55,63,0,-2,9,21,113
-2,-47,54,378,-7,35,-2,0,-6,-25,27,165
-7,27,8,373,-7,14,-5,7,0,-3,35,235
-6,-44,44,366,2,-44,64,77,-5,-12,14,315
-4,19,15,308,-9,29,-13,125,-1,-21,49,360
-8,-31,38,229,1,-54,73,175,-6,3,-1,376
-1,9,26,162,-8,38,-18,260,-5,-56,59,382
-8,32,-7,87,0,-64,72,324,-3,31,2,376
-2,,,,-4,-8,40,366,-6,,,
,-50,63,18,-8,-7,8,375,,-45,46,376
-5,30,-4,0,0,-25,55,377,-3,15,17,338
-9,-9,19,0,-7,16,-6,373,-6,-27,28,253
0,-17,45,0,1,-45,68,368,-1,-2,37,183
-9,3,8,0,-9,32,-15,318,-8,-5,13,106
-7,-44,52,0,1,-55,73,247,-4,-60,72,34
-1,19,8,0,-3,10,25,171,-6,39,-11,0
-5,10,3,0,-7,-,,,-5,-55,59,0
-2,-37,56,0,19,24,99,,-5,30,7,0
0,13,14,0,-1,-8,43,25,-8,30,-16,0
-9,-28,37,0,-8,-3,9,0,-1,-56,77,0
-3,-42,58,0,-3,-53,60,0,-6,40,-22,0
-4,21,-4,0,-7,28,6,0,-7,-27,24,0
-5,-41,63,0,-8,11,4,0,-1,-7,41,0
-2,-5,31,0,0,-35,56,0,-8,-4,7,0
-6,-11,23,0,-5,16,13,0,-4,-61,69,0
0,-12,39,0,-7,-35,40,0,-6,38,-7,0
-1,23,-5,3,0,6,19,0,-8,14,-9,0
-6,-44,61,70,-8,21,-2,0,0,-42,71,0
-2,22,-2,120,-1,-39,57,0,-8,29,-15,0
-4,-44,56,180,0,-2,27,0,-8,-39,43,0
-2,21,4,252,-4,20,-2,0,-2,15,23,0
-2,14,-11,328,-8,-11,22,0,-9,-27,26,29
-2,-49,71,365,-8,-11,22,0,0,-59,74,96
-2,30,-19,375,-4,-39,62,0,-8,39,-13,136
-2,-62,72,377,-4,23,-4,0,-2,-59,69,209
-4,45,-17,372,-8,-9,13,0,-4,35,-9,286
-2,-69,65,360,1,-18,49,52,-5,-56,59,346
-5,40,-5,292,-6,0,2,103,-2,28,3,368
-3,-56,50,218,-7,-51,59,151,-8,,,
-4,27,17,144,-1,28,6,221,,-46,46,376
-4,-38,29,64,-6,-49,43,300,1,16,15,376
-4,0,42,0,0,17,20,350,-6,32,-17,368
-6,59,-34,0,-2,36,-19,372,0,-58,73,357
2,-8,,,-3,-70,77,378,-5,36,-18,279
3,80,0,,-2,51,-20,374,-3,-57,72,212
-6,59,-14,0,-5,-72,69,369,-2,38,-14,124
-5,23,-20,0,-2,43,-7,337,-5,-58,64,57
3,-65,82,0,-6,-59,52,258,-2,33,-3,0
-4,52,-33,0,-2,26,14,184,-6,-54,52,0
-4,-47,29,0,-5,-3,,,2,-47,68,0
-1,0,41,0,4,28,106,,-4,32,-14,0
-7,69,-28,0,0,-5,42,36,0,-60,69,0
1,-84,77,0,-4,-5,1,0,2,2,27,0
-7,53,-14,0,-2,-77,74,0,-7,-17,18,0
-2,-62,55,0,-4,46,-10,0,-4,-65,65,0
3,-65,82,0,-3,-57,54,0,0,36,-8,0
-8,53,-29,0,3,-59,72,0,-7,9,2,0
3,-72,84,0,-4,40,-20,0,2,-41,62,0
-3,-4,38,0,0,-68,72,0,0,24,4,0
-4,-7,6,57,0,-9,34,0,-7,-42,41,0
2,-66,70,112,-6,-3,7,0,1,-55,72,0
-11,40,-7,163,0,-59,66,0,-3,37,-19,0
0,-52,57,234,-5,33,-4,0,-2,-59,75,0
-8,24,5,303,-6,15,-9,0,0,-5,38,0
-3,-43,43,356,1,-45,67,0,-7,-10,9,31
-5,15,18,374,-6,24,9,0,2,-23,49,97
-7,-30,33,379,-3,-37,39,0,-3,36,-9,141
2,-46,62,374,-4,12,26,0,-5,-54,60,207
-8,29,-7,370,-8,39,-16,0,-3,30,1,281
0,-51,64,339,1,-61,69,64,-5,-49,47,341
-9,33,-5,258,-9,40,-14,120,0,18,14,367
-3,-49,61,188,1,-61,68,166,-8,-33,34,379
-5,31,0,115,0,-20,52,244,-1,6,30,377
-5,-48,55,44,-7,8,-2,309,-5,41,-16,374
0,-28,54,0,-1,-39,61,357,-3,-63,68,357
-9,13,1,0,-7,23,-12,374,-5,42,-12,
-8,-41,47,0,2,-52,72,379,,281,,
-2,16,17,0,-8,40,-17,375,-5,-57,63,210
-7,-31,,,-2,-63,73,368,-4,36,1,137
37,0,,,-8,44,-18,316,-7,-48,50,62
-3,3,24,0,-2,-61,71,240,-2,19,16,0
-5,24,-5,0,-6,43,-7,164,-7,39,-21,0
-4,-49,61,0,-6,-53,59,91,-2,-64,80,0
1,-8,31,0,-1,-36,62,8,-7,48,-20,0
-8,-8,21,0,-8,21,,,-3,-67,75,0
-6,-46,60,0,-8,0,,,-1,-24,55,0
-3,23,-2,0,0,-47,68,0,-6,9,-5,0
-7,-42,54,0,-4,14,23,0,-6,-63,64,0
-1,-26,50,0,-7,-25,31,0,-4,35,0,0
-3,9,5,0,-3,-4,30,0,-8,-45,46,0
-8,-36,53,0,-6,27,-6,0,0,-55,77,0
-2,14,9,0,-5,-40,54,0,-7,39,-21,0
-5,-33,44,52,0,-22,42,0,-2,-61,79,0
-3,-41,62,109,-5,16,4,0,-3,-3,40,0
-3,19,-6,161,-5,16,4,0,0,-20,55,0
-4,-44,67,235,-8,3,8,0,0,-20,55,0
-3,24,-13,318,-8,3,8,0,-2,42,-3,0
-2,-55,66,361,-2,-26,49,0,-7,-55,57,65
-2,30,-10,376,-3,15,10,0,-1,31,7,116
-4,-56,59,378,-8,-31,40,0,-8,19,-20,162
-5,32,3,369,-4,11,7,0,2,-45,57,252
-2,-49,40,369,-5,8,0,0,-15,24,-17,322
0,-71,85,208,-7,-37,45,40,0,-57,72,361
-3,-7,47,193,-2,13,16,102,-6,34,-,
-3,-7,47,174,-7,-36,37,151,15,375,,
-7,55,-25,85,-2,10,26,225,-1,-60,70,382
1,-76,77,24,-6,-28,21,305,-4,38,-12,372
-6,49,-14,0,-1,-8,44,356,-4,-58,63,365
-1,-68,58,0,-5,-7,2,374,-3,31,-4,307
2,-59,86,0,1,-35,62,378,-6,-49,56,229
-5,48,-34,0,-1,40,-2,375,0,25,6,174
,,,,-6,-55,47,373,-6,25,-17,89
5,-83,88,0,-1,18,20,349,1,-51,74,25
-4,2,40,0,-6,-30,21,267,-6,32,-19,0
-5,-11,0,0,0,-8,46,204,0,-63,73,0
1,-88,77,0,-4,2,-2,,2,-2,40,0
-8,59,-14,0,,129,,,-7,-11,9,0
-1,-68,56,0,2,-40,71,65,-3,-65,65,0
4,-71,85,0,-5,47,-8,0,-2,37,-6,0
-7,58,-35,0,-4,-61,51,0,-6,-58,51,0
3,-82,89,0,-3,23,16,0,4,-51,62,0
-2,-6,42,0,-4,52,-25,0,-6,35,-15,0
-6,2,1,0,1,-76,79,0,1,-61,71,0
2,-73,79,0,0,-13,42,0,1,-2,29,0
-10,45,-9,21,-5,2,2,0,-8,-14,13,0
0,-56,54,92,-3,-72,65,0,-2,-63,71,0
3,-54,76,128,-4,35,-3,0,-2,40,-12,0
-8,37,-20,194,-2,-46,48,0,-6,-56,63,0
4,-58,75,272,3,-57,74,0,-2,30,0,0
-10,36,-16,345,-7,39,-24,0,-6,21,-14,33
1,-58,66,368,1,-64,75,0,3,-51,68,97
-10,34,-7,377,-3,-5,37,0,-6,32,-14,149
2,-52,58,376,-5,-5,11,0,-1,-54,71,214
-8,30,2,372,1,-61,72,0,-5,35,-14,298
-4,-47,50,357,-9,40,-8,0,-2,-61,67,351
-6,24,8,295,-2,-57,56,51,-2,36,-10,375
-9,17,-2,219,3,-37,61,110,-9,-1,5,381
2,-38,62,151,-8,22,-9,153,1,-27,55,376
-10,24,-2,,2,-46,71,223,-,,,
69,,,,-9,32,-16,306,6,15,-5,374
-2,-45,60,0,0,-60,70,353,0,-45,66,352
0,5,26,0,-6,39,-17,375,-7,32,-16,269
-9,-20,28,0,0,-62,72,379,-1,-55,74,198
1,-5,38,0,-8,45,-12,375,-5,42,-16,115
-6,28,-1,0,-4,-63,63,369,-3,-62,74,42
-7,-49,57,0,-6,38,-3,330,-5,43,-14,0
0,-19,40,0,-8,20,-8,256,-8,2,2,0
-7,0,9,0,0,-45,72,184,0,-32,63,0
-8,-46,55,0,-9,35,-15,109,-4,38,-1,0
0,22,6,0,0,-56,72,38,-6,-53,53,0
-7,13,3,0,-7,39,-1,,0,-51,74,0
-3,-38,56,0,5,0,,,-7,37,-20,0
0,10,12,0,-3,-59,71,0,-2,-63,78,0
-9,-29,38,0,-2,-11,45,0,-5,47,-21,0
-1,4,24,0,-8,0,7,0,-8,-14,16,0
-2,25,-5,0,-4,-53,59,0,-1,-17,51,0
-7,-45,63,0,-4,27,2,0,-9,8,-3,0
0,-7,31,0,-6,-45,51,0,-6,-59,64,0
-5,-12,21,57,-1,-38,57,0,-3,35,0,0
-2,-17,43,110,-8,21,-1,0,-5,24,-13,0
-4,0,10,161,0,-41,57,0,-2,-47,74,0
-5,-45,59,235,0,3,20,0,-8,33,-17,18
-2,20,-2,309,-5,19,-4,0,0,-57,74,85
-4,-46,50,358,-4,-40,59,0,0,3,31,122
-3,4,32,370,-4,18,-2,0,-7,-17,22,180
-3,41,-11,368,-6,-16,30,0,-2,-11,44,267
-4,-18,9,369,0,-4,29,0,-8,-4,6,326
-4,-18,9,367,-7,-17,26,0,1,-31,57,362
-1,-20,57,322,-4,-40,62,67,-7,1,,
-2,9,-7,253,-3,19,-7,117,3,-6,376,
-2,-62,52,182,-4,-47,63,174,-7,-51,55,381
-6,39,-12,96,-2,28,-4,253,-2,23,8,370
-2,-55,36,19,-5,-56,57,321,-6,-40,38,367
-13,16,14,0,-2,29,3,362,0,8,24,329
-5,-37,23,0,-3,18,-14,374,-7,-24,27,244
-5,0,43,0,0,-56,73,377,0,-3,36,189
-6,59,-29,0,-4,44,-22,372,-4,37,-19,100
2,,,,-1,-73,76,364,-2,-61,72,31
,-83,76,0,-4,51,-21,307,-4,37,-12,0
0,-35,67,0,-3,-72,70,230,-3,-63,64,0
-4,25,-23,0,-3,46,-5,156,-3,37,0,0
-4,-72,54,0,-5,-57,50,79,-5,20,-13,0
-5,33,13,0,-4,21,21,2,2,-56,70,0
-5,-37,27,0,-3,,,,0,18,16,0
3,-86,88,0,-32,19,0,,-7,-34,28,0
-7,64,-30,0,2,-84,86,0,0,-70,71,0
-1,-80,77,0,-6,61,-23,0,-3,46,-16,0
1,-42,70,0,-1,-77,69,0,-2,-65,65,0
-6,37,-22,0,2,-48,68,0,4,-35,56,0
4,-65,86,0,-3,35,-21,0,-6,20,-14,0
-8,23,16,39,3,-72,77,0,1,-52,73,0
-4,-31,26,104,-2,12,22,0,0,22,9,0
-4,-6,41,150,-5,-18,19,0,-7,-33,35,0
-4,-6,8,209,2,-72,78,0,1,-61,78,0
-2,-26,57,292,-6,47,-19,0,-4,41,-21,26
-7,9,-5,349,0,-64,67,0,0,-64,72,91
-1,-56,55,369,0,-40,68,0,-5,40,-12,140
-7,27,6,378,-7,28,-16,0,-3,-57,62,205
-3,-40,44,377,2,-52,76,0,-4,31,-2,286
-6,16,20,370,-5,20,17,0,-7,15,-6,343
-7,-31,30,352,-3,-33,31,56,0,-45,63,367
-2,5,29,285,-4,3,32,108,,,,
-8,-18,25,208,-9,40,-14,158,,,,
0,-5,39,144,2,-59,70,226,-6,25,-14,379
-8,32,-3,65,-8,38,-10,309,1,-50,69,377
-4,-49,58,0,-1,-60,62,357,-6,36,-14,373
-4,27,2,0,-6,35,-4,375,-2,-58,68,351
-9,1,12,0,-5,-53,55,381,-6,40,-13,272
1,-25,53,0,-5,30,8,375,-3,-57,66,201
-4,23,9,0,-7,-44,41,374,-3,38,-3,124
,,,,-4,16,21,334,-7,-52,57,49
-8,-40,45,0,-8,-25,28,253,-4,27,6,0
0,-38,55,0,0,-2,38,187,-8,29,-17,0
-5,16,0,0,-6,43,-12,109,0,-56,76,0
-10,-32,39,0,-4,-59,67,34,0,14,26,0
1,6,22,0,-6,38,,,-8,-24,25,0
-10,-21,28,0,-5,0,,,-3,-65,76,0
-5,-47,59,0,-5,-54,56,0,-5,44,-18,0
-1,25,-4,0,0,-37,63,0,-5,-65,70,0
-7,-45,62,0,-7,22,-6,0,-4,41,-7,0
-1,-18,43,0,0,-48,65,0,-9,18,-8,0
-6,3,9,0,-3,12,20,0,0,-46,69,0
0,-27,51,0,-9,-28,32,0,-3,25,8,0
0,19,4,3,-3,-53,64,0,-7,-38,38,0
-5,10,2,67,-4,30,-5,0,-2,8,30,0
-3,-39,60,116,-3,-47,60,0,-6,40,-17,0
-2,18,-6,174,-5,24,-2,0,-4,-58,73,0
-4,-44,63,250,-8,-2,13,0,0,-10,43,0
-1,23,-10,328,-1,-22,44,0,-9,-4,8,54
-5,-53,67,364,-2,17,3,0,1,-27,57,108
0,30,-14,376,-6,-35,55,0,-5,32,-1,156
-3,-55,63,376,-2,15,4,0,-6,-48,54,233
-3,33,-4,368,-7,1,7,0,-3,22,6,300
-3,13,-11,366,-6,-36,51,66,-6,-42,43,354
-2,-49,73,302,-2,14,7,113,0,10,21,
-2,35,-26,217,-5,-39,48,169,,370,,
0,-64,82,151,-3,18,13,246,-9,-26,27,377
-4,48,-28,62,-5,-40,35,320,1,-4,34,375
0,-71,81,0,-2,8,28,362,-6,36,-16,368
-5,48,-25,0,-2,34,-17,374,-2,-60,69,343
,,,,-3,-65,74,379,-2,35,-11,257
-1,-1,-6,0,-4,47,-14,373,-6,-53,64,194
0,-34,71,0,-5,-69,61,365,-1,32,-5,111
-4,24,-22,0,-1,38,1,320,-7,-51,53,42
-1,-64,52,0,-4,-53,43,238,-1,23,11,0
-7,26,14,0,-3,19,24,169,-6,-44,37,0
-3,-41,23,0,-5,-26,16,87,0,-57,76,0
3,-81,82,0,0,-15,54,18,-3,41,-21,0
-7,64,-24,0,-3,,,,-1,-69,73,0
0,-82,73,0,7,-12,0,,1,-13,44,0
1,-45,68,0,-1,-82,75,0,-5,-1,1,0
-5,36,-26,0,-7,51,-5,0,-5,-70,62,0
4,-69,85,0,-4,41,-29,0,0,36,0,0
-5,24,19,0,4,-79,86,0,-8,32,-13,0
-6,-25,25,0,-4,61,-32,0,2,-63,72,0
2,-79,87,0,-4,-24,16,0,-4,43,-23,0
-9,56,-25,66,0,-23,52,0,-2,-67,76,0
1,-70,72,115,-6,19,-11,0,1,-11,41,0
-10,43,-4,171,-1,-71,65,0,-6,1,5,0
-2,-52,52,246,-5,36,1,0,-3,-64,70,0
-8,20,12,314,-3,-48,42,0,-4,39,-7,4
-4,-37,33,363,2,-69,85,0,-7,17,-13,76
-3,4,32,374,-7,53,-30,0,2,-50,69,122
-11,39,-16,378,3,-70,82,0,-6,33,-16,184
2,-57,67,373,-2,-10,48,0,1,-56,73,258
-9,35,-9,366,-5,0,2,39,-6,37,-18,332
0,-53,61,320,2,-65,69,101,-2,-62,69,366
-8,32,0,244,-11,40,-5,152,-4,37,-14,380
-5,-46,53,175,0,-55,57,213,-4,-55,65,381
-5,24,8,105,-6,28,7,286,-4,35,-4,375
-10,16,0,32,-4,-46,43,345,-5,-52,53,364
1,-38,59,0,-5,16,18,370,-4,26,,
-10,20,,,-7,-31,30,378,,6,305,
,-1,0,,0,4,32,375,-6,27,-14,219
-9,-30,36,0,-8,42,-14,372,0,-49,72,151
0,5,26,0,0,-63,68,354,-7,37,-16,68
-6,23,-4,0,-8,42,-12,278,-2,-59,73,0
-3,-47,59,0,-3,-58,63,205,-6,42,-17,0
-4,24,-2,0,-4,37,1,134,-3,-63,73,0
-10,-12,19,0,-8,-48,53,63,0,-18,55,0
2,-16,41,0,-4,23,12,0,-9,9,-4,0
-8,1,10,0,,,,,-6,-60,60,0
-8,-43,53,0,-8,30,-13,0,-4,33,1,0
0,20,4,0,0,-55,72,0,-8,-49,49,0
-7,11,2,0,-1,7,31,0,0,-56,76,0
-2,-36,59,0,-9,-17,22,0,-8,43,-21,0
0,13,14,0,-1,-13,40,0,-3,-64,77,0
-9,-28,39,0,-5,33,-7,0,0,-5,37,0
0,3,24,0,-5,-53,58,0,-8,-4,8,0
-3,24,-6,44,-3,27,3,0,-4,-61,72,0
-5,-50,64,101,-9,13,4,0,-5,39,-8,0
-1,26,-6,156,-1,-36,55,0,-7,14,-6,0
-4,-7,17,224,-2,14,10,0,0,-40,67,0
-2,-24,46,302,-8,-30,40,0,-8,25,-12,39
-4,4,4,353,0,5,20,0,0,-52,72,99
-3,-38,58,369,-4,18,1,0,-2,12,23,141
-2,19,-9,376,-8,-20,37,0,-7,-26,28,211
-2,-48,68,374,0,0,21,0,-1,-4,35,291
-2,31,-17,368,-5,13,-1,18,-8,-14,16,349
-2,-61,71,337,-3,-36,59,87,1,-18,47,
-3,41,-17,252,-3,14,-2,133,,367,,
-2,-60,69,180,-4,-38,62,198,-8,3,3,376
-5,38,-8,104,-3,21,-8,276,-6,-52,59,379
-3,14,-9,31,-4,-52,62,340,-2,28,0,372
0,-46,69,0,-1,30,-4,367,-6,-46,49,358
-3,26,,,-4,-1,-2,375,-1,17,13,290
,-22,0,,-1,-38,63,375,-7,-34,40,210
-1,-46,42,0,-4,28,-17,368,0,9,21,161
-4,16,24,0,0,-64,77,355,-4,32,-19,73
-3,-31,21,0,-3,48,-25,280,-1,-56,76,2
-3,-9,44,0,-2,-74,80,208,-4,34,-18,0
-4,49,-19,0,-3,5,,,-2,-64,70,0
-1,-73,65,0,6,-22,123,,3,-16,52,0
-6,46,-1,0,-3,-74,69,52,-6,3,-4,0
-6,32,-19,0,-4,43,0,0,-5,-64,60,0
3,-68,78,0,-4,38,-32,0,-2,33,3,0
-3,18,20,0,1,-75,89,0,-6,-52,39,0
-6,-24,19,0,-4,62,-34,0,2,-64,71,0
0,-15,49,0,-5,-25,14,0,-4,47,-18,0
-7,59,-21,0,0,-22,55,0,-3,-70,72,0
0,-71,72,0,-4,15,-13,0,2,-20,46,0
-8,40,-4,36,-2,-80,64,0,-7,8,-7,0
-6,35,-24,103,-4,41,1,0,-5,-65,63,0
2,-63,81,145,-4,-47,39,0,0,36,-1,0
-8,47,-24,218,2,-80,88,0,-8,-47,49,0
3,-68,79,292,-5,60,-34,0,1,-58,79,0
-9,45,-20,356,0,-79,83,0,-6,42,-26,45
0,-64,68,372,0,-24,56,0,0,-68,79,103
-9,39,-6,378,-6,17,-8,0,-5,45,-19,160
-1,-51,55,376,-1,-65,69,0,-2,-64,70,232
-7,25,8,370,2,-58,77,103,-4,38,-9,307
-9,23,-11,346,-5,17,18,112,-5,-57,56,356
2,-45,67,272,-5,17,18,132,1,-43,64,374
-9,29,-9,197,-3,-30,30,192,-8,25,-14,381
1,-47,66,129,-4,0,36,266,1,-50,7,
-9,30,-5,51,-9,41,-18,336,0,375,,
-1,-48,61,0,0,-64,68,366,-6,34,-16,369
0,-9,38,,-6,40,-11,378,-1,-58,70,329
0,,,,-2,-57,63,377,-6,40,-15,240
-10,-8,17,0,-7,37,-1,374,-4,-57,69,171
1,-16,45,0,-5,-54,50,358,-4,40,-8,94
-5,24,3,0,-5,27,9,298,-6,-56,61,24
-7,-44,50,0,-6,-39,42,221,-3,33,2,0
0,-29,50,0,-2,15,25,149,-9,23,-10,0
-8,8,4,0,-9,-25,26,72,0,-48,73,0
-9,-39,46,0,-2,-59,70,0,-3,23,16,0
0,15,15,0,,,,,-7,-35,33,0
-7,19,-2,0,-6,40,-12,0,-3,4,32,0
-4,-43,59,0,-4,-59,68,0,-5,45,-19,0
-4,25,-7,0,-5,37,-2,0,-6,-67,74,0
-9,-19,28,0,-9,8,0,0,-3,46,-15,0
0,-7,37,0,-6,-53,55,0,-7,9,0,0
0,29,-6,0,-2,24,7,0,0,-39,66,0
